drug_id,partner_id,gene_name,substrate,inducer,inhibitor
DB00091,BE0002363,CYP2D6,0,0,1
DB00104,BE0001075,MPO,0,0,1
DB00104,BE0002638,CYP3A4,0,0,1
DB00105,BE0002433,CYP1A2,0,0,1
DB00107,BE0002148,PREP,1,0,0
DB00109,BE0003536,CYP2C19,1,0,0
DB00109,BE0003533,CYP2E1,1,0,0
DB00115,BE0000456,MMAB,1,0,0
DB00118,BE0003533,CYP2E1,0,0,1
DB00118,BE0000300,SRM,1,0,0
DB00121,BE0001111,CYP1B1,0,1,0
DB00122,BE0002190,CEPT1,1,0,0
DB00122,BE0000237,CHKB,1,0,0
DB00122,BE0000519,CHAT,1,0,0
DB00122,BE0000784,CHKA,1,0,0
DB00122,BE0000636,CHDH,1,0,0
DB00127,BE0002204,XDH,0,0,1
DB00127,BE0000111,SAT1,1,0,0
DB00127,BE0000275,SAT2,1,0,0
DB00130,BE0000004,F13A1,1,0,0
DB00130,BE0000825,GLS,1,0,0
DB00130,BE0000003,GLS2,1,0,0
DB00130,BE0001035,TGM2,1,0,0
DB00130,BE0002236,TGM5,1,0,0
DB00130,BE0002239,TGM6,1,0,0
DB00130,BE0002241,TGM1,1,0,0
DB00130,BE0002243,TGM4,1,0,0
DB00130,BE0001273,TGM3,1,0,0
DB00130,BE0002245,TGM7,1,0,0
DB00130,BE0000321,GMPS,1,0,0
DB00130,BE0000219,ASNS,1,0,0
DB00130,BE0000273,CCBL1,1,0,0
DB00130,BE0002235,PFAS,1,0,0
DB00130,BE0002237,GATB,1,0,0
DB00130,BE0002238,GFPT2,1,0,0
DB00130,BE0002227,CAD,1,0,0
DB00130,BE0002242,QARS,1,0,0
DB00130,BE0002244,NADSYN1,1,0,0
DB00131,BE0000352,AMPD1,1,0,0
DB00131,BE0000115,APRT,1,0,0
DB00134,BE0002240,GLUL,0,0,1
DB00134,BE0002176,MTHFR,0,0,1
DB00134,BE0000304,MAT2A,1,0,0
DB00134,BE0000432,MSRB2,1,0,0
DB00134,BE0000407,MAT1A,1,0,0
DB00134,BE0000288,MSRB1,1,0,0
DB00134,BE0000170,MSRA,1,0,0
DB00134,BE0000543,MARS,1,0,0
DB00134,BE0002248,MARS2,1,0,0
DB00134,BE0002178,MAT2B,1,0,0
DB00136,BE0002250,CYP24A1,1,1,0
DB00136,BE0002638,CYP3A4,1,1,0
DB00140,BE0002198,MAOA,0,0,0
DB00140,BE0002176,MTHFR,0,0,0
DB00143,BE0002189,GSTA2,1,0,0
DB00143,BE0002281,GSTA1,1,0,0
DB00146,BE0000443,CYP27B1,1,0,0
DB00146,BE0002250,CYP24A1,1,0,0
DB00150,BE0003532,TDO2,1,0,0
DB00150,BE0002151,DDC,1,0,0
DB00150,BE0002311,WARS2,1,0,1
DB00150,BE0000121,TPH1,1,0,0
DB00150,BE0000080,TPH2,1,0,0
DB00150,BE0000228,WARS,1,0,1
DB00150,BE0000693,IDO1,1,0,0
DB00152,BE0004673,CYP4B1,0,1,0
DB00153,BE0002250,CYP24A1,1,0,0
DB00153,BE0000443,CYP27B1,1,0,0
DB00153,BE0000549,CYP27A1,1,0,0
DB00153,BE0000524,CYP2R1,1,0,0
DB00153,BE0009671,RPE,1,0,0
DB00153,BE0003537,CYP11A1,1,0,0
DB00157,BE0002204,XDH,1,0,0
DB00157,BE0003539,AOX1,1,0,0
DB00157,BE0003545,ADH6,1,0,0
DB00157,BE0004352,AKR1A1,1,0,0
DB00157,BE0000227,ADH1A,1,0,0
DB00157,BE0000400,ADH1B,1,0,0
DB00157,BE0000360,ADH4,1,0,0
DB00157,BE0000009,ADH5,1,0,0
DB00157,BE0000522,ADH7,1,0,0
DB00158,BE0000265,GGH,1,0,0
DB00158,BE0002176,MTHFR,1,0,0
DB00158,BE0000330,DHFR,1,0,0
DB00161,BE0000223,VARS,1,0,0
DB00161,BE0000544,PCCB,1,0,0
DB00161,BE0000517,BCAT1,1,0,0
DB00162,BE0003480,CYP26A1,1,1,0
DB00163,BE0002189,GSTA2,0,1,0
DB00163,BE0000814,GSTP1,0,0,1
DB00163,BE0000815,GSTO1,0,0,1
DB00163,BE0000810,GSTM3,0,1,0
DB00163,BE0000166,GCLC,0,1,0
DB00163,BE0001184,NQO1,0,1,0
DB00163,BE0000735,HMOX1,0,1,0
DB00163,BE0002390,SOD1,0,1,0
DB00163,BE0002638,CYP3A4,1,1,0
DB00165,BE0003543,CYP1A1,0,0,1
DB00166,BE0002364,POR,0,0,1
DB00169,BE0000524,CYP2R1,1,0,0
DB00169,BE0000549,CYP27A1,1,0,0
DB00169,BE0003683,CYP2J2,1,0,0
DB00169,BE0002638,CYP3A4,1,0,0
DB00169,BE0003537,CYP11A1,1,0,0
DB00169,BE0003543,CYP1A1,0,0,1
DB00169,BE0002887,CYP2C8,0,0,1
DB00170,BE0002204,XDH,1,0,0
DB00170,BE0003539,AOX1,0,0,1
DB00170,BE0002176,MTHFR,1,0,0
DB00170,BE0003543,CYP1A1,0,1,1
DB00170,BE0002433,CYP1A2,0,1,0
DB00170,BE0003336,CYP2A6,0,0,1
DB00171,BE0003540,ADK,1,0,0
DB00172,BE0002330,PRODH,1,0,0
DB00173,BE0003541,UGT1A1,0,0,1
DB00176,BE0002363,CYP2D6,1,0,1
DB00176,BE0002433,CYP1A2,1,0,1
DB00176,BE0003543,CYP1A1,0,0,1
DB00176,BE0002638,CYP3A4,1,0,1
DB00176,BE0004866,CYP3A4,0,0,1
DB00176,BE0002793,CYP2C9,0,0,1
DB00176,BE0003536,CYP2C19,0,0,1
DB00176,BE0003549,CYP2B6,0,0,1
DB00177,BE0002793,CYP2C9,1,0,0
DB00178,BE0002180,BCHE,0,0,1
DB00179,BE0000248,ALOX5,0,0,1
DB00180,BE0002638,CYP3A4,1,1,0
DB00182,BE0002363,CYP2D6,1,0,0
DB00182,BE0003336,CYP2A6,0,0,1
DB00183,BE0002180,BCHE,0,1,0
DB00184,BE0003336,CYP2A6,1,0,1
DB00184,BE0003533,CYP2E1,1,1,1
DB00184,BE0003534,CYP2A13,1,0,0
DB00184,BE0003549,CYP2B6,1,0,0
DB00184,BE0003543,CYP1A1,1,1,0
DB00184,BE0002433,CYP1A2,1,1,0
DB00184,BE0003536,CYP2C19,1,0,0
DB00184,BE0002887,CYP2C8,1,0,0
DB00184,BE0002793,CYP2C9,1,0,0
DB00184,BE0002363,CYP2D6,1,0,0
DB00184,BE0002638,CYP3A4,1,0,0
DB00184,BE0002198,MAOA,0,0,1
DB00184,BE0002196,MAOB,0,0,1
DB00185,BE0002363,CYP2D6,1,0,0
DB00185,BE0002638,CYP3A4,1,0,0
DB00185,BE0003609,FMO1,1,0,0
DB00186,BE0004696,UGT2B15,1,0,0
DB00186,BE0002638,CYP3A4,1,0,0
DB00187,BE0002363,CYP2D6,1,0,0
DB00188,BE0002638,CYP3A4,1,0,0
DB00188,BE0003536,CYP2C19,1,0,1
DB00188,BE0002363,CYP2D6,1,0,0
DB00188,BE0002433,CYP1A2,1,0,1
DB00188,BE0002793,CYP2C9,1,0,1
DB00191,BE0002638,CYP3A4,1,0,0
DB00193,BE0002363,CYP2D6,1,0,0
DB00193,BE0002638,CYP3A4,1,0,0
DB00193,BE0003549,CYP2B6,1,0,0
DB00193,BE0003541,UGT1A1,1,0,0
DB00194,BE0002214,ADA,1,0,0
DB00195,BE0002433,CYP1A2,1,0,0
DB00195,BE0002363,CYP2D6,1,0,0
DB00196,BE0002638,CYP3A4,0,0,1
DB00196,BE0002793,CYP2C9,0,0,1
DB00196,BE0003536,CYP2C19,0,0,1
DB00196,BE0002362,CYP3A5,0,0,1
DB00197,BE0002638,CYP3A4,0,1,0
DB00197,BE0002887,CYP2C8,1,0,1
DB00197,BE0003541,UGT1A1,1,0,0
DB00197,BE0003536,CYP2C19,0,0,1
DB00197,BE0002090,CYP19A1,0,0,1
DB00197,BE0003543,CYP1A1,0,1,0
DB00197,BE0003549,CYP2B6,0,1,0
DB00197,BE0002793,CYP2C9,1,0,1
DB00197,BE0002362,CYP3A5,0,0,1
DB00197,BE0003612,CYP3A7,0,0,1
DB00197,BE0003677,UGT1A3,1,0,0
DB00197,BE0003544,UGT1A4,1,0,0
DB00197,BE0004694,UGT1A6,1,0,1
DB00197,BE0004695,UGT1A7,1,0,0
DB00197,BE0003682,UGT1A8,1,0,0
DB00197,BE0003538,UGT1A9,1,0,0
DB00197,BE0003678,UGT1A10,1,0,0
DB00197,BE0003679,UGT2B7,1,0,0
DB00197,BE0004696,UGT2B15,1,0,0
DB00198,BE0002705,CES1,1,0,0
DB00199,BE0002638,CYP3A4,1,0,1
DB00199,BE0003612,CYP3A7,1,0,1
DB00199,BE0002362,CYP3A5,1,0,1
DB00201,BE0002433,CYP1A2,1,0,1
DB00201,BE0002638,CYP3A4,1,0,0
DB00201,BE0003533,CYP2E1,1,0,0
DB00201,BE0002887,CYP2C8,1,0,0
DB00201,BE0002793,CYP2C9,1,0,0
DB00201,BE0003543,CYP1A1,0,0,1
DB00201,BE0001111,CYP1B1,1,0,0
DB00201,BE0002363,CYP2D6,1,0,0
DB00202,BE0002180,BCHE,1,0,0
DB00203,BE0002638,CYP3A4,1,0,0
DB00203,BE0002362,CYP3A5,1,0,0
DB00203,BE0003612,CYP3A7,1,0,0
DB00203,BE0002793,CYP2C9,1,0,1
DB00203,BE0003536,CYP2C19,1,0,1
DB00203,BE0002363,CYP2D6,1,0,0
DB00203,BE0003533,CYP2E1,1,0,1
DB00204,BE0002638,CYP3A4,1,0,0
DB00205,BE0002887,CYP2C8,0,0,1
DB00206,BE0002362,CYP3A5,0,1,0
DB00207,BE0002638,CYP3A4,1,0,1
DB00208,BE0003536,CYP2C19,1,0,1
DB00208,BE0002363,CYP2D6,1,0,1
DB00208,BE0001075,MPO,1,0,0
DB00208,BE0002793,CYP2C9,0,0,1
DB00208,BE0002887,CYP2C8,0,0,1
DB00208,BE0002433,CYP1A2,0,0,1
DB00208,BE0003549,CYP2B6,0,0,1
DB00208,BE0003533,CYP2E1,0,0,1
DB00209,BE0002363,CYP2D6,0,0,1
DB00211,BE0002363,CYP2D6,1,0,0
DB00213,BE0003536,CYP2C19,1,0,1
DB00213,BE0002638,CYP3A4,1,0,0
DB00214,BE0002887,CYP2C8,1,0,0
DB00214,BE0002793,CYP2C9,1,0,1
DB00215,BE0002638,CYP3A4,1,0,1
DB00215,BE0003536,CYP2C19,1,0,1
DB00215,BE0002363,CYP2D6,1,0,1
DB00215,BE0002433,CYP1A2,0,0,1
DB00216,BE0002638,CYP3A4,1,0,0
DB00216,BE0002363,CYP2D6,1,0,0
DB00216,BE0002793,CYP2C9,1,0,0
DB00216,BE0003536,CYP2C19,1,0,0
DB00216,BE0000017,PTGS1,1,0,0
DB00216,BE0003336,CYP2A6,0,1,0
DB00218,BE0002433,CYP1A2,0,0,1
DB00220,BE0002638,CYP3A4,1,0,1
DB00220,BE0003612,CYP3A7,0,0,1
DB00220,BE0002362,CYP3A5,0,0,1
DB00220,BE0003549,CYP2B6,0,0,1
DB00220,BE0003536,CYP2C19,1,1,0
DB00220,BE0003541,UGT1A1,0,1,0
DB00220,BE0002793,CYP2C9,0,0,1
DB00220,BE0002363,CYP2D6,0,0,1
DB00222,BE0002793,CYP2C9,1,0,0
DB00224,BE0002638,CYP3A4,1,0,1
DB00224,BE0003612,CYP3A7,0,0,1
DB00224,BE0002362,CYP3A5,1,0,1
DB00224,BE0002363,CYP2D6,0,0,1
DB00224,BE0003541,UGT1A1,0,0,1
DB00227,BE0002638,CYP3A4,1,0,1
DB00227,BE0003562,PON3,1,0,0
DB00227,BE0002887,CYP2C8,1,0,0
DB00227,BE0003541,UGT1A1,1,0,0
DB00227,BE0003677,UGT1A3,1,0,0
DB00227,BE0003679,UGT2B7,1,0,0
DB00227,BE0003536,CYP2C19,1,0,0
DB00228,BE0003533,CYP2E1,1,0,0
DB00231,BE0002638,CYP3A4,1,0,0
DB00231,BE0003549,CYP2B6,1,0,0
DB00231,BE0002793,CYP2C9,1,0,0
DB00233,BE0001075,MPO,0,0,1
DB00234,BE0002638,CYP3A4,1,0,1
DB00234,BE0002363,CYP2D6,0,0,1
DB00238,BE0003549,CYP2B6,1,1,0
DB00238,BE0002638,CYP3A4,1,1,0
DB00238,BE0002362,CYP3A5,1,0,0
DB00238,BE0002793,CYP2C9,0,1,0
DB00238,BE0003336,CYP2A6,1,0,0
DB00238,BE0002363,CYP2D6,1,0,1
DB00238,BE0002433,CYP1A2,0,0,1
DB00238,BE0003612,CYP3A7,1,0,0
DB00239,BE0002638,CYP3A4,0,1,0
DB00239,BE0003536,CYP2C19,1,0,0
DB00240,BE0002638,CYP3A4,1,0,0
DB00242,BE0002804,DCK,1,0,0
DB00243,BE0002638,CYP3A4,1,0,1
DB00243,BE0002363,CYP2D6,1,0,1
DB00244,BE0003608,NAT1,1,0,0
DB00246,BE0002638,CYP3A4,1,0,0
DB00246,BE0003539,AOX1,1,0,0
DB00247,BE0002638,CYP3A4,1,0,0
DB00248,BE0002638,CYP3A4,1,0,1
DB00250,BE0002362,CYP3A5,1,0,0
DB00250,BE0002638,CYP3A4,1,0,0
DB00250,BE0003606,FMO3,1,0,0
DB00250,BE0000017,PTGS1,1,0,0
DB00250,BE0000262,PTGS2,1,0,0
DB00250,BE0002887,CYP2C8,1,0,0
DB00250,BE0003536,CYP2C19,1,0,0
DB00250,BE0003607,NAT2,1,0,0
DB00250,BE0002793,CYP2C9,1,1,0
DB00250,BE0003612,CYP3A7,1,0,0
DB00250,BE0003533,CYP2E1,1,0,0
DB00250,BE0001075,MPO,1,0,0
DB00250,BE0003611,CYP2C18,1,0,0
DB00252,BE0002793,CYP2C9,1,1,1
DB00252,BE0003536,CYP2C19,1,0,0
DB00252,BE0002887,CYP2C8,1,1,0
DB00252,BE0003549,CYP2B6,1,1,0
DB00252,BE0002638,CYP3A4,1,1,0
DB00252,BE0002362,CYP3A5,1,1,0
DB00252,BE0003612,CYP3A7,1,1,0
DB00252,BE0000731,CYP11B1,0,0,1
DB00252,BE0003541,UGT1A1,1,1,0
DB00252,BE0004694,UGT1A6,1,0,1
DB00252,BE0003538,UGT1A9,1,0,1
DB00252,BE0002433,CYP1A2,0,1,0
DB00252,BE0003336,CYP2A6,1,0,0
DB00252,BE0002363,CYP2D6,1,0,0
DB00252,BE0003533,CYP2E1,1,0,0
DB00252,BE0009565,EPHX1,1,0,0
DB00252,BE0003544,UGT1A4,1,0,0
DB00252,BE0002089,COMT,1,0,0
DB00252,BE0001184,NQO1,1,0,0
DB00252,BE0003611,CYP2C18,1,0,0
DB00253,BE0002638,CYP3A4,1,1,0
DB00253,BE0002362,CYP3A5,0,1,0
DB00254,BE0002638,CYP3A4,1,0,1
DB00255,BE0002089,COMT,1,0,0
DB00255,BE0002090,CYP19A1,0,0,1
DB00255,BE0002638,CYP3A4,1,0,1
DB00255,BE0002887,CYP2C8,1,0,1
DB00255,BE0002793,CYP2C9,0,0,1
DB00255,BE0003533,CYP2E1,0,0,1
DB00257,BE0002887,CYP2C8,0,0,1
DB00257,BE0002638,CYP3A4,1,1,1
DB00257,BE0003549,CYP2B6,0,1,1
DB00257,BE0002363,CYP2D6,0,0,1
DB00257,BE0003336,CYP2A6,0,0,1
DB00257,BE0002793,CYP2C9,0,0,1
DB00257,BE0003533,CYP2E1,0,0,1
DB00257,BE0003612,CYP3A7,0,1,0
DB00259,BE0003536,CYP2C19,0,0,1
DB00259,BE0002363,CYP2D6,0,0,1
DB00259,BE0003533,CYP2E1,0,0,1
DB00259,BE0002638,CYP3A4,0,0,1
DB00260,BE0002151,DDC,0,0,1
DB00261,BE0002433,CYP1A2,1,0,1
DB00263,BE0002793,CYP2C9,0,0,1
DB00264,BE0002363,CYP2D6,1,0,1
DB00264,BE0002638,CYP3A4,1,0,0
DB00266,BE0002793,CYP2C9,1,0,0
DB00268,BE0002433,CYP1A2,1,0,0
DB00269,BE0002090,CYP19A1,0,1,0
DB00270,BE0002638,CYP3A4,1,0,1
DB00273,BE0003536,CYP2C19,0,0,1
DB00273,BE0002638,CYP3A4,0,1,0
DB00277,BE0002638,CYP3A4,1,0,0
DB00277,BE0002433,CYP1A2,1,0,0
DB00277,BE0002214,ADA,0,1,1
DB00277,BE0003533,CYP2E1,1,0,0
DB00277,BE0003543,CYP1A1,1,0,1
DB00277,BE0001111,CYP1B1,1,0,0
DB00277,BE0002363,CYP2D6,1,0,0
DB00278,BE0002638,CYP3A4,1,0,0
DB00278,BE0002362,CYP3A5,1,0,0
DB00279,BE0003541,UGT1A1,1,0,0
DB00280,BE0002638,CYP3A4,1,0,0
DB00280,BE0002433,CYP1A2,1,0,0
DB00281,BE0002638,CYP3A4,1,0,0
DB00281,BE0002363,CYP2D6,1,0,1
DB00281,BE0002362,CYP3A5,1,0,0
DB00281,BE0003612,CYP3A7,1,0,0
DB00281,BE0002433,CYP1A2,1,0,1
DB00281,BE0002793,CYP2C9,1,0,0
DB00281,BE0002887,CYP2C8,1,0,0
DB00281,BE0003336,CYP2A6,1,0,0
DB00281,BE0003549,CYP2B6,1,0,0
DB00283,BE0002363,CYP2D6,0,0,1
DB00285,BE0002363,CYP2D6,1,0,1
DB00285,BE0002638,CYP3A4,1,0,0
DB00286,BE0002638,CYP3A4,1,0,0
DB00286,BE0002433,CYP1A2,1,0,1
DB00286,BE0002089,COMT,1,0,0
DB00288,BE0002638,CYP3A4,1,1,0
DB00288,BE0002362,CYP3A5,0,1,0
DB00289,BE0002363,CYP2D6,1,0,0
DB00289,BE0003536,CYP2C19,1,0,0
DB00290,BE0004697,BLMH,1,0,0
DB00291,BE0000814,GSTP1,1,0,0
DB00292,BE0000731,CYP11B1,0,0,1
DB00292,BE0003542,CYP11B2,0,0,1
DB00294,BE0002638,CYP3A4,1,0,0
DB00295,BE0002887,CYP2C8,1,0,0
DB00295,BE0002638,CYP3A4,1,0,0
DB00295,BE0003679,UGT2B7,1,0,0
DB00295,BE0003541,UGT1A1,1,0,0
DB00295,BE0003682,UGT1A8,1,0,0
DB00295,BE0004696,UGT2B15,1,0,0
DB00295,BE0003681,UGT2B4,1,0,0
DB00295,BE0003677,UGT1A3,1,0,0
DB00296,BE0002433,CYP1A2,1,0,0
DB00296,BE0003549,CYP2B6,1,0,0
DB00296,BE0002638,CYP3A4,1,0,0
DB00297,BE0002638,CYP3A4,1,0,0
DB00297,BE0003536,CYP2C19,1,0,0
DB00297,BE0002363,CYP2D6,1,0,0
DB00300,BE0004477,AK2,1,0,0
DB00300,BE0004780,AK4,1,0,0
DB00300,BE0009626,NME1,1,0,0
DB00300,BE0009627,CKB,1,1,0
DB00301,BE0002638,CYP3A4,1,1,0
DB00304,BE0002638,CYP3A4,1,0,0
DB00304,BE0002793,CYP2C9,1,0,0
DB00304,BE0003541,UGT1A1,0,1,0
DB00305,BE0002364,POR,1,0,0
DB00307,BE0002638,CYP3A4,1,1,0
DB00307,BE0002887,CYP2C8,0,0,1
DB00309,BE0002638,CYP3A4,1,0,0
DB00312,BE0002638,CYP3A4,0,1,0
DB00312,BE0003536,CYP2C19,1,0,0
DB00312,BE0003336,CYP2A6,0,1,0
DB00313,BE0003336,CYP2A6,1,1,0
DB00313,BE0003549,CYP2B6,1,0,0
DB00313,BE0002793,CYP2C9,1,0,1
DB00313,BE0002362,CYP3A5,1,0,0
DB00313,BE0000017,PTGS1,1,0,0
DB00313,BE0002433,CYP1A2,0,0,1
DB00313,BE0003536,CYP2C19,1,0,1
DB00313,BE0002638,CYP3A4,0,0,1
DB00313,BE0003544,UGT1A4,1,0,0
DB00313,BE0003682,UGT1A8,1,0,0
DB00313,BE0003678,UGT1A10,1,0,0
DB00313,BE0004694,UGT1A6,1,0,0
DB00313,BE0003677,UGT1A3,1,0,0
DB00313,BE0003679,UGT2B7,1,0,0
DB00313,BE0004696,UGT2B15,1,0,0
DB00313,BE0003538,UGT1A9,1,0,0
DB00313,BE0003541,UGT1A1,1,0,1
DB00315,BE0002433,CYP1A2,1,0,0
DB00315,BE0002198,MAOA,1,0,0
DB00316,BE0003533,CYP2E1,1,0,0
DB00316,BE0002433,CYP1A2,1,0,0
DB00316,BE0002638,CYP3A4,1,1,0
DB00316,BE0002363,CYP2D6,1,0,0
DB00316,BE0003336,CYP2A6,1,0,0
DB00316,BE0004694,UGT1A6,1,0,0
DB00316,BE0003541,UGT1A1,1,0,0
DB00316,BE0003538,UGT1A9,1,0,0
DB00316,BE0004696,UGT2B15,1,0,0
DB00316,BE0000927,SULT1A1,1,0,0
DB00316,BE0004767,SULT1A3,1,0,0
DB00316,BE0003607,NAT2,0,0,1
DB00316,BE0002194,FAAH,1,0,0
DB00316,BE0000814,GSTP1,1,0,0
DB00316,BE0000807,GSTM1,1,0,0
DB00317,BE0002638,CYP3A4,1,0,1
DB00317,BE0002363,CYP2D6,1,0,1
DB00317,BE0002362,CYP3A5,1,0,0
DB00317,BE0003543,CYP1A1,1,0,1
DB00317,BE0002793,CYP2C9,0,0,1
DB00317,BE0003536,CYP2C19,0,0,1
DB00318,BE0002363,CYP2D6,1,0,0
DB00318,BE0002638,CYP3A4,1,0,0
DB00318,BE0003679,UGT2B7,1,0,0
DB00318,BE0003681,UGT2B4,1,0,0
DB00320,BE0002638,CYP3A4,1,0,1
DB00321,BE0002363,CYP2D6,1,0,0
DB00321,BE0002433,CYP1A2,1,0,0
DB00321,BE0003536,CYP2C19,1,0,1
DB00321,BE0002793,CYP2C9,1,0,0
DB00321,BE0002638,CYP3A4,1,0,0
DB00321,BE0002362,CYP3A5,1,0,0
DB00321,BE0003549,CYP2B6,1,0,0
DB00321,BE0002887,CYP2C8,1,0,1
DB00321,BE0009343,UGT2B10,1,0,1
DB00321,BE0003544,UGT1A4,1,0,0
DB00322,BE0002193,TYMP,1,0,0
DB00322,BE0002793,CYP2C9,0,0,1
DB00323,BE0002793,CYP2C9,0,0,1
DB00324,BE0002638,CYP3A4,1,1,0
DB00324,BE0002362,CYP3A5,0,1,0
DB00325,BE0003543,CYP1A1,0,0,1
DB00327,BE0002793,CYP2C9,1,0,0
DB00327,BE0003677,UGT1A3,1,0,0
DB00327,BE0003679,UGT2B7,1,0,0
DB00328,BE0003536,CYP2C19,1,0,1
DB00328,BE0002793,CYP2C9,1,0,0
DB00328,BE0002705,CES1,1,0,0
DB00328,BE0003538,UGT1A9,1,0,0
DB00328,BE0003541,UGT1A1,1,0,1
DB00328,BE0003679,UGT2B7,1,0,1
DB00333,BE0002638,CYP3A4,1,1,1
DB00333,BE0003536,CYP2C19,1,0,0
DB00333,BE0003612,CYP3A7,1,0,0
DB00333,BE0002363,CYP2D6,1,0,1
DB00333,BE0003549,CYP2B6,1,1,0
DB00333,BE0002887,CYP2C8,1,0,0
DB00333,BE0002090,CYP19A1,1,0,0
DB00333,BE0002433,CYP1A2,1,0,0
DB00333,BE0003611,CYP2C18,1,0,0
DB00333,BE0002793,CYP2C9,1,0,0
DB00334,BE0002433,CYP1A2,1,0,0
DB00334,BE0002363,CYP2D6,1,0,1
DB00334,BE0003606,FMO3,1,0,0
DB00334,BE0003536,CYP2C19,0,0,1
DB00334,BE0002793,CYP2C9,0,0,1
DB00334,BE0003544,UGT1A4,1,0,0
DB00334,BE0002638,CYP3A4,0,0,1
DB00334,BE0004866,CYP3A4,0,0,1
DB00335,BE0002363,CYP2D6,1,0,0
DB00336,BE0002204,XDH,1,0,0
DB00337,BE0002638,CYP3A4,1,0,1
DB00338,BE0003543,CYP1A1,1,1,0
DB00338,BE0002433,CYP1A2,0,1,1
DB00338,BE0001111,CYP1B1,0,1,0
DB00338,BE0002887,CYP2C8,1,0,0
DB00338,BE0002793,CYP2C9,1,0,0
DB00338,BE0003611,CYP2C18,1,0,0
DB00338,BE0002363,CYP2D6,0,0,1
DB00338,BE0002638,CYP3A4,1,1,1
DB00338,BE0003536,CYP2C19,1,0,1
DB00339,BE0002204,XDH,1,0,0
DB00339,BE0003539,AOX1,1,0,0
DB00342,BE0002638,CYP3A4,1,1,1
DB00342,BE0003612,CYP3A7,1,0,0
DB00342,BE0002363,CYP2D6,1,0,1
DB00342,BE0002362,CYP3A5,1,0,0
DB00342,BE0002887,CYP2C8,0,0,1
DB00342,BE0003683,CYP2J2,0,0,1
DB00343,BE0002638,CYP3A4,1,0,1
DB00343,BE0002362,CYP3A5,1,0,1
DB00343,BE0003612,CYP3A7,1,0,1
DB00343,BE0003536,CYP2C19,1,0,0
DB00343,BE0002363,CYP2D6,1,0,0
DB00343,BE0002887,CYP2C8,1,0,0
DB00346,BE0002638,CYP3A4,1,0,0
DB00347,BE0003533,CYP2E1,1,0,0
DB00347,BE0002638,CYP3A4,1,0,0
DB00347,BE0002887,CYP2C8,1,0,0
DB00347,BE0002793,CYP2C9,1,0,0
DB00347,BE0003536,CYP2C19,1,0,0
DB00349,BE0002638,CYP3A4,1,1,0
DB00349,BE0003536,CYP2C19,1,0,0
DB00349,BE0003549,CYP2B6,1,0,0
DB00349,BE0003611,CYP2C18,1,0,0
DB00349,BE0002363,CYP2D6,0,0,1
DB00350,BE0003541,UGT1A1,1,0,0
DB00351,BE0002638,CYP3A4,1,0,0
DB00352,BE0000077,HPRT1,1,0,0
DB00353,BE0002638,CYP3A4,1,0,1
DB00356,BE0003533,CYP2E1,1,0,1
DB00356,BE0003543,CYP1A1,1,0,0
DB00356,BE0002433,CYP1A2,1,0,0
DB00356,BE0003336,CYP2A6,1,0,0
DB00356,BE0002638,CYP3A4,1,0,1
DB00356,BE0002363,CYP2D6,1,0,0
DB00357,BE0002638,CYP3A4,0,1,0
DB00357,BE0003536,CYP2C19,0,1,0
DB00358,BE0002638,CYP3A4,1,0,1
DB00358,BE0002180,BCHE,0,0,1
DB00358,BE0002090,CYP19A1,0,0,1
