UniProtId,Label,Gene_Name,hgnc_symbol
Q96QV1,reviewed,HHIP_HUMAN,HHIP
Q9BZJ8,reviewed,GPR61_HUMAN,GPR61
Q9NVP1,reviewed,DDX18_HUMAN,DDX18
Q9Y6U3,reviewed,SCIN_HUMAN,SCIN
Q13360,reviewed,ZN177_HUMAN,ZN177
Q8NFZ6,reviewed,VN1R2_HUMAN,VN1R2
Q9Y615,reviewed,ACL7A_HUMAN,ACL7A
Q9ULB4,reviewed,CADH9_HUMAN,CADH9
A2RRL7,reviewed,TM213_HUMAN,TM213
Q8TE04,reviewed,PANK1_HUMAN,PANK1
Q7RTZ1,reviewed,OVCH2_HUMAN,OVCH2
Q9UIY3,reviewed,RWD2A_HUMAN,RWD2A
Q495B1,reviewed,AKD1A_HUMAN,AKD1A
Q9NR16,reviewed,C163B_HUMAN,C163B
P0CJ72,reviewed,HMN5_HUMAN,HMN5
Q53G59,reviewed,KLH12_HUMAN,KLH12
Q8NB91,reviewed,FANCB_HUMAN,FANCB
Q9NX31,reviewed,OSER1_HUMAN,OSER1
O76011,reviewed,KRT34_HUMAN,KRT34
P17342,reviewed,ANPRC_HUMAN,ANPRC
Q8WXQ8,reviewed,CBPA5_HUMAN,CBPA5
Q13363,reviewed,CTBP1_HUMAN,CTBP1
A0A096LPI5,reviewed,GVQW2_HUMAN,GVQW2
Q9Y614,reviewed,ACL7B_HUMAN,ACL7B
Q9ULB5,reviewed,CADH7_HUMAN,CADH7
P30874,reviewed,SSR2_HUMAN,SSR2
O95059,reviewed,RPP14_HUMAN,RPP14
Q3L8U1,reviewed,CHD9_HUMAN,CHD9
Q9HBQ8,reviewed,GGA2B_HUMAN,GGA2B
A4FU01,reviewed,MTMRB_HUMAN,MTMRB
A0A1W2PRN6,unreviewed,A0A1W2PRN6_HUMAN,A0A1W2PRN6
Q9H6S3,reviewed,ES8L2_HUMAN,ES8L2
Q5H9S7,reviewed,DCA17_HUMAN,DCA17
P10275,reviewed,ANDR_HUMAN,ANDR
A2RUC4,reviewed,TYW5_HUMAN,TYW5
Q9HC57,reviewed,WFDC1_HUMAN,WFDC1
Q8NB90,reviewed,AFG2A_HUMAN,AFG2A
Q6ZPD8,reviewed,DG2L6_HUMAN,DG2L6
Q9UJF2,reviewed,NGAP_HUMAN,NGAP
Q13362,reviewed,2A5G_HUMAN,2A5G
Q8NFZ4,reviewed,NLGN2_HUMAN,NLGN2
Q9Y613,reviewed,FHOD1_HUMAN,FHOD1
Q9Y5N6,reviewed,ORC6_HUMAN,ORC6
O75264,reviewed,SIM24_HUMAN,SIM24
Q86T24,reviewed,KAISO_HUMAN,KAISO
Q8NGD1,reviewed,OR4N2_HUMAN,OR4N2
P0DMC3,reviewed,ELA_HUMAN,ELA
D6RBQ6,reviewed,U17LH_HUMAN,U17LH
Q9NSG2,reviewed,FIRRM_HUMAN,FIRRM
Q9H6S0,reviewed,YTDC2_HUMAN,YTDC2
Q9HC56,reviewed,PCDH9_HUMAN,PCDH9
Q6ZPD9,reviewed,D19L3_HUMAN,D19L3
Q8N7B9,reviewed,EFCB3_HUMAN,EFCB3
Q9NVP2,reviewed,ASF1B_HUMAN,ASF1B
O76013,reviewed,KRT36_HUMAN,KRT36
Q6ZTY9,reviewed,CG065_HUMAN,CG065
Q8NFZ5,reviewed,TNIP2_HUMAN,TNIP2
P30876,reviewed,RPB2_HUMAN,RPB2
O95057,reviewed,DIRA1_HUMAN,DIRA1
Q6ZV73,reviewed,FGD6_HUMAN,FGD6
Q8NCI6,reviewed,GLBL3_HUMAN,GLBL3
Q8NGD0,reviewed,OR4M1_HUMAN,OR4M1
Q5JZY3,reviewed,EPHAA_HUMAN,EPHAA
Q6UWL2,reviewed,SUSD1_HUMAN,SUSD1
Q9H6S1,reviewed,AZI2_HUMAN,AZI2
Q5JRK9,reviewed,GGEE3_HUMAN,GGEE3
O75787,reviewed,RENR_HUMAN,RENR
Q8TD06,reviewed,AGR3_HUMAN,AGR3
Q9Y6U7,reviewed,RN215_HUMAN,RN215
Q96LB4,reviewed,VATG3_HUMAN,VATG3
Q14192,reviewed,FHL2_HUMAN,FHL2
Q02985,reviewed,FHR3_HUMAN,FHR3
O75969,reviewed,AKAP3_HUMAN,AKAP3
P62081,reviewed,RS7_HUMAN,RS7
Q86T26,reviewed,TM11B_HUMAN,TM11B
Q9NR12,reviewed,PDLI7_HUMAN,PDLI7
Q8NGD3,reviewed,OR4K5_HUMAN,OR4K5
A6NI56,reviewed,CC154_HUMAN,CC154
P10276,reviewed,RARA_HUMAN,RARA
Q96B33,reviewed,CLD23_HUMAN,CLD23
Q96QV6,reviewed,H2A1A_HUMAN,H2A1A
Q8TD07,reviewed,RAE1E_HUMAN,RAE1E
Q5VW32,reviewed,BROX_HUMAN,BROX
P22314,reviewed,UBA1_HUMAN,UBA1
Q7Z2T5,reviewed,TRM1L_HUMAN,TRM1L
Q13367,reviewed,AP3B2_HUMAN,AP3B2
Q8NFZ3,reviewed,NLGNY_HUMAN,NLGNY
Q9ULB1,reviewed,NRX1A_HUMAN,NRX1A
Q14191,reviewed,WRN_HUMAN,WRN
Q9H579,reviewed,MROH8_HUMAN,MROH8
Q8WTU2,reviewed,SRB4D_HUMAN,SRB4D
P21802,reviewed,FGFR2_HUMAN,FGFR2
Q8TAG5,reviewed,VTM2A_HUMAN,VTM2A
P0CJ79,reviewed,ZN888_HUMAN,ZN888
Q8NGD2,reviewed,OR4K2_HUMAN,OR4K2
Q8N4X5,reviewed,AF1L2_HUMAN,AF1L2
Q96AV8,reviewed,E2F7_HUMAN,E2F7
A9YTQ3,reviewed,AHRR_HUMAN,AHRR
Q6T423,reviewed,S22AP_HUMAN,S22AP
Q5T2Q4,reviewed,CCYL2_HUMAN,CCYL2
Q13224,reviewed,NMDE2_HUMAN,NMDE2
P01189,reviewed,COLI_HUMAN,COLI
O75781,reviewed,PALM_HUMAN,PALM
Q9NU19,reviewed,TB22B_HUMAN,TB22B
P07766,reviewed,CD3E_HUMAN,CD3E
E9PI22,reviewed,P23D1_HUMAN,P23D1
Q8NFZ0,reviewed,FBH1_HUMAN,FBH1
Q14190,reviewed,SIM2_HUMAN,SIM2
P34925,reviewed,RYK_HUMAN,RYK
Q8TE02,reviewed,ELP5_HUMAN,ELP5
Q9C0K7,reviewed,STRAB_HUMAN,STRAB
A1L4K1,reviewed,FSD2_HUMAN,FSD2
P49862,reviewed,KLK7_HUMAN,KLK7
Q2T9K0,reviewed,TMM44_HUMAN,TMM44
Q9UMD9,reviewed,COHA1_HUMAN,COHA1
Q6ZV70,reviewed,LANC3_HUMAN,LANC3
P16050,reviewed,LOX15_HUMAN,LOX15
Q86T20,reviewed,SIM29_HUMAN,SIM29
Q8TAG6,reviewed,VEXIN_HUMAN,VEXIN
P0CJ78,reviewed,ZN865_HUMAN,ZN865
O00548,reviewed,DLL1_HUMAN,DLL1
Q9HC52,reviewed,CBX8_HUMAN,CBX8
P05543,reviewed,THBG_HUMAN,THBG
Q96LB1,reviewed,MRGX2_HUMAN,MRGX2
Q14197,reviewed,ICT1_HUMAN,ICT1
P19429,reviewed,TNNI3_HUMAN,TNNI3
P49863,reviewed,GRAK_HUMAN,GRAK
Q8WTU0,reviewed,DDI1_HUMAN,DDI1
Q86UV5,reviewed,UBP48_HUMAN,UBP48
Q6ZV77,reviewed,CI139_HUMAN,CI139
O14709,reviewed,ZN197_HUMAN,ZN197
Q2LD37,reviewed,BLTP1_HUMAN,BLTP1
Q9NR11,reviewed,ZN302_HUMAN,ZN302
Q71RC9,reviewed,SMIM5_HUMAN,SMIM5
Q6UWL6,reviewed,KIRR2_HUMAN,KIRR2
P41250,reviewed,GARS_HUMAN,GARS
O95948,reviewed,ONEC2_HUMAN,ONEC2
Q96B36,reviewed,AKTS1_HUMAN,AKTS1
O75783,reviewed,RHBL1_HUMAN,RHBL1
Q9NX38,reviewed,ABITM_HUMAN,ABITM
Q96LB0,reviewed,MRGX3_HUMAN,MRGX3
Q13368,reviewed,MPP3_HUMAN,MPP3
P80192,reviewed,M3K9_HUMAN,M3K9
Q9H900,reviewed,ZWILC_HUMAN,ZWILC
Q9C0K1,reviewed,S39A8_HUMAN,S39A8
P38484,reviewed,INGR2_HUMAN,INGR2
Q8IWE5,reviewed,PKHM2_HUMAN,PKHM2
Q5VZP5,reviewed,STYL2_HUMAN,STYL2
Q7L7L0,reviewed,H2A3_HUMAN,H2A3
Q13227,reviewed,GPS2_HUMAN,GPS2
Q8NA69,reviewed,SAXO5_HUMAN,SAXO5
Q68DH5,reviewed,LMBD2_HUMAN,LMBD2
Q5VW36,reviewed,FOCAD_HUMAN,FOCAD
P22310,reviewed,UD14_HUMAN,UD14
Q6IF82,reviewed,O4A47_HUMAN,O4A47
Q9UDR5,reviewed,AASS_HUMAN,AASS
Q96LB3,reviewed,IFT74_HUMAN,IFT74
Q14195,reviewed,DPYL3_HUMAN,DPYL3
Q9C0K0,reviewed,BC11B_HUMAN,BC11B
Q86UV7,reviewed,TRI73_HUMAN,TRI73
Q8IWE4,reviewed,DCNL3_HUMAN,DCNL3
O75964,reviewed,ATP5L_HUMAN,ATP5L
Q86T23,reviewed,CROL1_HUMAN,CROL1
Q7Z769,reviewed,S35E3_HUMAN,S35E3
P11137,reviewed,MTAP2_HUMAN,MTAP2
P41252,reviewed,SYIC_HUMAN,SYIC
Q14457,reviewed,BECN1_HUMAN,BECN1
Q96CF2,reviewed,CHM4C_HUMAN,CHM4C
P09017,reviewed,HXC4_HUMAN,HXC4
Q96LB2,reviewed,MRGX1_HUMAN,MRGX1
Q14194,reviewed,DPYL1_HUMAN,DPYL1
Q9H902,reviewed,REEP1_HUMAN,REEP1
Q9C0K3,reviewed,ARP3C_HUMAN,ARP3C
Q8WVQ1,reviewed,CANT1_HUMAN,CANT1
O95050,reviewed,INMT_HUMAN,INMT
Q86UV6,reviewed,TRI74_HUMAN,TRI74
Q7Z304,reviewed,MAMC2_HUMAN,MAMC2
P86434,reviewed,AAS1_HUMAN,AAS1
Q9UN30,reviewed,SCML1_HUMAN,SCML1
P67775,reviewed,PP2AA_HUMAN,PP2AA
P09016,reviewed,HXD4_HUMAN,HXD4
Q01726,reviewed,MSHR_HUMAN,MSHR
Q6U949,reviewed,IG2AS_HUMAN,IG2AS
P0CG24,reviewed,ZN883_HUMAN,ZN883
Q9H903,reviewed,MTD2L_HUMAN,MTD2L
Q8IWE2,reviewed,NXP20_HUMAN,NXP20
Q02487,reviewed,DSC2_HUMAN,DSC2
Q8N573,reviewed,OXR1_HUMAN,OXR1
Q2VWP7,reviewed,PRTG_HUMAN,PRTG
O95944,reviewed,NCTR2_HUMAN,NCTR2
Q16363,reviewed,LAMA4_HUMAN,LAMA4
Q8N0W7,reviewed,FMR1N_HUMAN,FMR1N
Q9UBR2,reviewed,CATZ_HUMAN,CATZ
P05546,reviewed,HEP2_HUMAN,HEP2
Q9Y619,reviewed,ORNT1_HUMAN,ORNT1
P0CG23,reviewed,ZN853_HUMAN,ZN853
Q15750,reviewed,TAB1_HUMAN,TAB1
Q86SF2,reviewed,GALT7_HUMAN,GALT7
Q9BQC3,reviewed,DPH2_HUMAN,DPH2
Q8N1G4,reviewed,LRC47_HUMAN,LRC47
P04259,reviewed,K2C6B_HUMAN,K2C6B
Q96EI5,reviewed,TCAL4_HUMAN,TCAL4
Q8IYE1,reviewed,CCD13_HUMAN,CCD13
Q13946,reviewed,PDE7A_HUMAN,PDE7A
P04350,reviewed,TBB4A_HUMAN,TBB4A
A0M8Q6,reviewed,IGLC7_HUMAN,IGLC7
Q9HC58,reviewed,NCKX3_HUMAN,NCKX3
O95947,reviewed,TBX6_HUMAN,TBX6
Q6ZS72,reviewed,PEAK3_HUMAN,PEAK3
P17032,reviewed,ZN37A_HUMAN,ZN37A
P21554,reviewed,CNR1_HUMAN,CNR1
A6NFD8,reviewed,HELT_HUMAN,HELT
Q9Y618,reviewed,NCOR2_HUMAN,NCOR2
P0CG22,reviewed,DR4L1_HUMAN,DR4L1
Q15751,reviewed,HERC1_HUMAN,HERC1
O75132,reviewed,ZBED4_HUMAN,ZBED4
Q96HU1,reviewed,SGSM3_HUMAN,SGSM3
Q9BYP8,reviewed,KR171_HUMAN,KR171
P54753,reviewed,EPHB3_HUMAN,EPHB3
P21709,reviewed,EPHA1_HUMAN,EPHA1
P11245,reviewed,ARY2_HUMAN,ARY2
Q8IYE0,reviewed,CC146_HUMAN,CC146
O00541,reviewed,PESC_HUMAN,PESC
A8MPP1,reviewed,D11L8_HUMAN,D11L8
Q9H1N7,reviewed,S35B3_HUMAN,S35B3
Q13523,reviewed,PRP4K_HUMAN,PRP4K
Q6URK8,reviewed,SMIP8_HUMAN,SMIP8
Q8N0W5,reviewed,IQCK_HUMAN,IQCK
O14929,reviewed,HAT1_HUMAN,HAT1
P0CG21,reviewed,NHLC4_HUMAN,NHLC4
Q9BYP9,reviewed,KRA99_HUMAN,KRA99
Q8N1G2,reviewed,CMTR1_HUMAN,CMTR1
P54750,reviewed,PDE1A_HUMAN,PDE1A
O95633,reviewed,FSTL3_HUMAN,FSTL3
Q9H808,reviewed,TLE6_HUMAN,TLE6
Q71RC2,reviewed,LARP4_HUMAN,LARP4
Q9H720,reviewed,PG2IP_HUMAN,PG2IP
Q8IXU6,reviewed,S35F2_HUMAN,S35F2
C9JLR9,reviewed,ZFTA_HUMAN,ZFTA
Q06136,reviewed,KDSR_HUMAN,KDSR
P09012,reviewed,SNRPA_HUMAN,SNRPA
Q13522,reviewed,PPR1A_HUMAN,PPR1A
Q8WW22,reviewed,DNJA4_HUMAN,DNJA4
Q8N0W4,reviewed,NLGNX_HUMAN,NLGNX
P17030,reviewed,ZNF25_HUMAN,ZNF25
Q9UBR1,reviewed,BUP1_HUMAN,BUP1
Q96LB9,reviewed,PGRP3_HUMAN,PGRP3
Q6P2H3,reviewed,CEP85_HUMAN,CEP85
P0CG20,reviewed,PRR35_HUMAN,PRR35
P18089,reviewed,ADA2B_HUMAN,ADA2B
Q7Z309,reviewed,PBIR2_HUMAN,PBIR2
Q9UN37,reviewed,VPS4A_HUMAN,VPS4A
O75962,reviewed,TRIO_HUMAN,TRIO
Q86T29,reviewed,ZN605_HUMAN,ZN605
Q9NR19,reviewed,ACSA_HUMAN,ACSA
Q14929,reviewed,ZN169_HUMAN,ZN169
Q9UP83,reviewed,COG5_HUMAN,COG5
Q14451,reviewed,GRB7_HUMAN,GRB7
Q8N6F1,reviewed,CLD19_HUMAN,CLD19
Q8N0W3,reviewed,FCSK_HUMAN,FCSK
P17031,reviewed,ZNF26_HUMAN,ZNF26
Q96LB8,reviewed,PGRP4_HUMAN,PGRP4
O75131,reviewed,CPNE3_HUMAN,CPNE3
O14684,reviewed,PTGES_HUMAN,PTGES
Q8IUY3,reviewed,GRM2A_HUMAN,GRM2A
Q9Y421,reviewed,FA32A_HUMAN,FA32A
Q9BYP7,reviewed,WNK3_HUMAN,WNK3
Q8N1G0,reviewed,ZN687_HUMAN,ZN687
P54756,reviewed,EPHA5_HUMAN,EPHA5
Q9UN36,reviewed,NDRG2_HUMAN,NDRG2
O95631,reviewed,NET1_HUMAN,NET1
Q13520,reviewed,AQP6_HUMAN,AQP6
Q96G23,reviewed,CERS2_HUMAN,CERS2
Q8NA61,reviewed,CBY2_HUMAN,CBY2
Q8WW24,reviewed,TEKT4_HUMAN,TEKT4
O14924,reviewed,RGS12_HUMAN,RGS12
P17036,reviewed,ZNF3_HUMAN,ZNF3
Q9Y2Y9,reviewed,KLF13_HUMAN,KLF13
Q96RJ3,reviewed,TR13C_HUMAN,TR13C
Q6KCM7,reviewed,SCMC2_HUMAN,SCMC2
P15170,reviewed,ERF3A_HUMAN,ERF3A
P78371,reviewed,TCPB_HUMAN,TCPB
Q8WU39,reviewed,MZB1_HUMAN,MZB1
Q9BQC6,reviewed,RT63_HUMAN,RT63
Q8N1G1,reviewed,REXO1_HUMAN,REXO1
P63220,reviewed,RS21_HUMAN,RS21
Q9BU40,reviewed,CRDL1_HUMAN,CRDL1
O95630,reviewed,STABP_HUMAN,STABP
Q8TAG9,reviewed,EXOC6_HUMAN,EXOC6
P02748,reviewed,CO9_HUMAN,CO9
Q8N6F7,reviewed,GCSAM_HUMAN,GCSAM
O14925,reviewed,TIM23_HUMAN,TIM23
Q9UBR4,reviewed,LHX3_HUMAN,LHX3
Q8N9A8,reviewed,NEPR1_HUMAN,NEPR1
Q9Y2Y8,reviewed,PRG3_HUMAN,PRG3
P59090,reviewed,TSAS2_HUMAN,TSAS2
P15173,reviewed,MYOG_HUMAN,MYOG
P05062,reviewed,ALDOB_HUMAN,ALDOB
O14686,reviewed,KMT2D_HUMAN,KMT2D
P18084,reviewed,ITB5_HUMAN,ITB5
A0A494C086,reviewed,SPD21_HUMAN,SPD21
P48643,reviewed,TCPE_HUMAN,TCPE
Q9BUP3,reviewed,HTAI2_HUMAN,HTAI2
O00418,reviewed,EF2K_HUMAN,EF2K
P02749,reviewed,APOH_HUMAN,APOH
Q13526,reviewed,PIN1_HUMAN,PIN1
Q96G21,reviewed,IMP4_HUMAN,IMP4
Q8NDY8,reviewed,TMM52_HUMAN,TMM52
Q658P3,reviewed,STEA3_HUMAN,STEA3
Q9C029,reviewed,TRIM7_HUMAN,TRIM7
Q8IVA1,reviewed,PCP2_HUMAN,PCP2
O14926,reviewed,FSCN2_HUMAN,FSCN2
Q9UBR5,reviewed,CKLF_HUMAN,CKLF
P59091,reviewed,CU093_HUMAN,CU093
P15172,reviewed,MYOD1_HUMAN,MYOD1
O14681,reviewed,EI24_HUMAN,EI24
P18085,reviewed,ARF4_HUMAN,ARF4
Q9BUP0,reviewed,EFHD1_HUMAN,EFHD1
P10109,reviewed,ADX_HUMAN,ADX
O43572,reviewed,AKA10_HUMAN,AKA10
B1AK53,reviewed,ESPN_HUMAN,ESPN
Q6ZVX7,reviewed,FBX50_HUMAN,FBX50
P02746,reviewed,C1QB_HUMAN,C1QB
Q8WW27,reviewed,ABEC4_HUMAN,ABEC4
Q86TA1,reviewed,MOB3B_HUMAN,MOB3B
P17035,reviewed,ZNF28_HUMAN,ZNF28
Q96RJ0,reviewed,TAAR1_HUMAN,TAAR1
Q6P2H8,reviewed,TMM53_HUMAN,TMM53
Q6X4W1,reviewed,NSMF_HUMAN,NSMF
P05060,reviewed,SCG1_HUMAN,SCG1
Q15758,reviewed,AAAT_HUMAN,AAAT
Q96HU8,reviewed,DIRA2_HUMAN,DIRA2
Q96P48,reviewed,ARAP1_HUMAN,ARAP1
Q9H0P7,reviewed,AGIT1_HUMAN,AGIT1
Q6DJT9,reviewed,PLAG1_HUMAN,PLAG1
P48645,reviewed,NMU_HUMAN,NMU
Q9BWL3,reviewed,CA043_HUMAN,CA043
Q8N720,reviewed,ZN655_HUMAN,ZN655
Q9UJV8,reviewed,PURG_HUMAN,PURG
P02747,reviewed,C1QC_HUMAN,C1QC
Q8NBE8,reviewed,KLH23_HUMAN,KLH23
Q96G27,reviewed,WBP1_HUMAN,WBP1
O14920,reviewed,IKKB_HUMAN,IKKB
Q15759,reviewed,MK11_HUMAN,MK11
Q86WC4,reviewed,OSTM1_HUMAN,OSTM1
O14683,reviewed,P5I11_HUMAN,P5I11
Q07507,reviewed,DERM_HUMAN,DERM
Q9Y426,reviewed,C2CD2_HUMAN,C2CD2
Q96P47,reviewed,AGAP3_HUMAN,AGAP3
Q9NYK6,reviewed,EURL_HUMAN,EURL
Q9Y3E2,reviewed,BOLA1_HUMAN,BOLA1
Q14790,reviewed,CASP8_HUMAN,CASP8
Q13642,reviewed,FHL1_HUMAN,FHL1
O43570,reviewed,CAH12_HUMAN,CAH12
Q9UJV9,reviewed,DDX41_HUMAN,DDX41
Q03060,reviewed,CREM_HUMAN,CREM
Q53EL6,reviewed,PDCD4_HUMAN,PDCD4
O14921,reviewed,RGS13_HUMAN,RGS13
Q9BTF0,reviewed,THUM2_HUMAN,THUM2
Q96RJ6,reviewed,FER3L_HUMAN,FER3L
Q6ZQN7,reviewed,SO4C1_HUMAN,SO4C1
Q5SV97,reviewed,PERM1_HUMAN,PERM1
Q8NEE6,reviewed,FXL13_HUMAN,FXL13
O14682,reviewed,ENC1_HUMAN,ENC1
Q9NWZ3,reviewed,IRAK4_HUMAN,IRAK4
Q9NYK5,reviewed,RM39_HUMAN,RM39
Q13643,reviewed,FHL3_HUMAN,FHL3
P30040,reviewed,ERP29_HUMAN,ERP29
Q6ZTI6,reviewed,RFLA_HUMAN,RFLA
P02745,reviewed,C1QA_HUMAN,C1QA
Q96G25,reviewed,MED8_HUMAN,MED8
Q53EL9,reviewed,SEZ6_HUMAN,SEZ6
Q8N6F8,reviewed,MET27_HUMAN,MET27
Q8NFJ8,reviewed,BHE22_HUMAN,BHE22
P17038,reviewed,ZNF43_HUMAN,ZNF43
P59095,reviewed,STAR6_HUMAN,STAR6
P51911,reviewed,CNN1_HUMAN,CNN1
Q9BVJ7,reviewed,DUS23_HUMAN,DUS23
P05067,reviewed,A4_HUMAN,A4
Q86WC6,reviewed,PPR27_HUMAN,PPR27
Q5TC63,reviewed,GRTP1_HUMAN,GRTP1
Q8NGT5,reviewed,OR9A2_HUMAN,OR9A2
Q9Y3E0,reviewed,GOT1B_HUMAN,GOT1B
Q9H0P0,reviewed,5NT3A_HUMAN,5NT3A
P30041,reviewed,PRDX6_HUMAN,PRDX6
Q9NZU0,reviewed,FLRT3_HUMAN,FLRT3
Q96QF0,reviewed,RAB3I_HUMAN,RAB3I
O14867,reviewed,BACH1_HUMAN,BACH1
Q8NA66,reviewed,CNBD1_HUMAN,CNBD1
Q8NFJ9,reviewed,BBS1_HUMAN,BBS1
P04554,reviewed,PRM2_HUMAN,PRM2
P17039,reviewed,ZNF30_HUMAN,ZNF30
P50443,reviewed,S26A2_HUMAN,S26A2
Q6ZQN5,reviewed,FOXI2_HUMAN,FOXI2
Q9BVJ6,reviewed,UT14A_HUMAN,UT14A
Q8NEE0,reviewed,KLAS1_HUMAN,KLAS1
Q96P44,reviewed,COLA1_HUMAN,COLA1
Q6ZUU3,reviewed,FOXNB_HUMAN,FOXNB
Q9Y3E1,reviewed,HDGR3_HUMAN,HDGR3
O95639,reviewed,CPSF4_HUMAN,CPSF4
Q5SY68,reviewed,S1A7B_HUMAN,S1A7B
Q86YI8,reviewed,PHF13_HUMAN,PHF13
Q13641,reviewed,TPBG_HUMAN,TPBG
Q9UNP4,reviewed,SIAT9_HUMAN,SIAT9
Q9NZU1,reviewed,FLRT1_HUMAN,FLRT1
P02743,reviewed,SAMP_HUMAN,SAMP
Q8NDY6,reviewed,BHE23_HUMAN,BHE23
Q8NFJ6,reviewed,PKR2_HUMAN,PKR2
Q9Y2Y1,reviewed,RPC10_HUMAN,RPC10
P50440,reviewed,GATM_HUMAN,GATM
Q6VB84,reviewed,FX4L3_HUMAN,FX4L3
Q8NGT7,reviewed,O2A12_HUMAN,O2A12
Q3LHN1,reviewed,KR213_HUMAN,KR213
A6NIY4,reviewed,SPDE5_HUMAN,SPDE5
P30043,reviewed,BLVRB_HUMAN,BLVRB
O00411,reviewed,RPOM_HUMAN,RPOM
Q6ZVX9,reviewed,PAQR9_HUMAN,PAQR9
P35398,reviewed,RORA_HUMAN,RORA
Q9Y6E2,reviewed,5MP1_HUMAN,5MP1
A6NHC0,reviewed,CAN8_HUMAN,CAN8
Q96G28,reviewed,CFA36_HUMAN,CFA36
A8MT33,reviewed,SYC1L_HUMAN,SYC1L
O60347,reviewed,TBC12_HUMAN,TBC12
Q9ULR5,reviewed,PAI2B_HUMAN,PAI2B
Q9Y2Y0,reviewed,AR2BP_HUMAN,AR2BP
P54284,reviewed,CACB3_HUMAN,CACB3
Q6PL18,reviewed,ATAD2_HUMAN,ATAD2
Q3LHN0,reviewed,KR251_HUMAN,KR251
Q9NYK1,reviewed,TLR7_HUMAN,TLR7
Q9Y3E7,reviewed,CHMP3_HUMAN,CHMP3
P30044,reviewed,PRDX5_HUMAN,PRDX5
P04003,reviewed,C4BPA_HUMAN,C4BPA
O00410,reviewed,IPO5_HUMAN,IPO5
Q9NZU7,reviewed,CABP1_HUMAN,CABP1
P02741,reviewed,CRP_HUMAN,CRP
A6NNP5,reviewed,CC169_HUMAN,CC169
A6NDP7,reviewed,MADL2_HUMAN,MADL2
O60346,reviewed,PHLP1_HUMAN,PHLP1
Q969N2,reviewed,PIGT_HUMAN,PIGT
Q8NGT1,reviewed,OR2K2_HUMAN,OR2K2
Q6ZWB6,reviewed,KCTD8_HUMAN,KCTD8
P09493,reviewed,TPM1_HUMAN,TPM1
Q9H2W6,reviewed,RM46_HUMAN,RM46
Q8N729,reviewed,NPW_HUMAN,NPW
Q9UJV3,reviewed,TRIM1_HUMAN,TRIM1
O14863,reviewed,ZNT4_HUMAN,ZNT4
Q9Y6E0,reviewed,STK24_HUMAN,STK24
Q8NDY3,reviewed,ARHL1_HUMAN,ARHL1
Q9C026,reviewed,TRIM9_HUMAN,TRIM9
Q8NFJ5,reviewed,RAI3_HUMAN,RAI3
Q9Y2Y6,reviewed,TMM98_HUMAN,TMM98
Q53HI1,reviewed,UNC50_HUMAN,UNC50
Q5JWF8,reviewed,ACL10_HUMAN,ACL10
Q8IY18,reviewed,SMC5_HUMAN,SMC5
Q8NCY6,reviewed,MSD4_HUMAN,MSD4
Q9BXY8,reviewed,BEX2_HUMAN,BEX2
Q8NGT0,reviewed,O13C9_HUMAN,O13C9
Q9NWZ5,reviewed,UCKL1_HUMAN,UCKL1
Q3LHN2,reviewed,KR192_HUMAN,KR192
Q9Y3E5,reviewed,PTH2_HUMAN,PTH2
Q8TEB9,reviewed,RHBL4_HUMAN,RHBL4
P30046,reviewed,DOPD_HUMAN,DOPD
P04001,reviewed,OPSG_HUMAN,OPSG
Q9NZU5,reviewed,LMCD1_HUMAN,LMCD1
O14862,reviewed,AIM2_HUMAN,AIM2
Q6PIU1,reviewed,KCNV1_HUMAN,KCNV1
Q9Y6E7,reviewed,SIR4_HUMAN,SIR4
P51812,reviewed,KS6A3_HUMAN,KS6A3
Q969N4,reviewed,TAAR8_HUMAN,TAAR8
Q9ULR0,reviewed,ISY1_HUMAN,ISY1
P04553,reviewed,HSP1_HUMAN,HSP1
P08123,reviewed,CO1A2_HUMAN,CO1A2
Q6UWV6,reviewed,ENPP7_HUMAN,ENPP7
Q02750,reviewed,MP2K1_HUMAN,MP2K1
P42685,reviewed,FRK_HUMAN,FRK
P13667,reviewed,PDIA4_HUMAN,PDIA4
H3BU77,reviewed,CC179_HUMAN,CC179
Q5W0Z9,reviewed,ZDH20_HUMAN,ZDH20
P30047,reviewed,GFRP_HUMAN,GFRP
P04000,reviewed,OPSR_HUMAN,OPSR
P11844,reviewed,CRGA_HUMAN,CRGA
Q9UNP9,reviewed,PPIE_HUMAN,PPIE
Q6PIU2,reviewed,NCEH1_HUMAN,NCEH1
O75506,reviewed,HSBP1_HUMAN,HSBP1
P51813,reviewed,BMX_HUMAN,BMX
Q2M3W8,reviewed,ZN181_HUMAN,ZN181
O60343,reviewed,TBCD4_HUMAN,TBCD4
Q9Y2Y4,reviewed,ZBT32_HUMAN,ZBT32
O95259,reviewed,KCNH1_HUMAN,KCNH1
Q3C1V1,reviewed,CK091_HUMAN,CK091
Q6UWV7,reviewed,SHL2A_HUMAN,SHL2A
Q8NGT2,reviewed,O13J1_HUMAN,O13J1
P42684,reviewed,ABL2_HUMAN,ABL2
Q04941,reviewed,PLP2_HUMAN,PLP2
P17538,reviewed,CTRB1_HUMAN,CTRB1
Q8TEB7,reviewed,RN128_HUMAN,RN128
Q5JVX7,reviewed,CA141_HUMAN,CA141
P30048,reviewed,PRDX3_HUMAN,PRDX3
Q96QF7,reviewed,GCNA_HUMAN,GCNA
