| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
| 140  |                                           6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid                                          |    NLRP3    |      7.65     |
| 141  |                                        Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]                                       |     ZBP1    |      7.65     |
| 142  |                                                                                        Gimatecan                                                                                        |    NLRP3    |      7.65     |
| 143  |                                                                                        Gestodene                                                                                        |     ZBP1    |      7.64     |
| 144  |                                                                                        Cositecan                                                                                        |    NLRP3    |      7.64     |
| 145  |                                                                                       Naronapride                                                                                       |     ZBP1    |      7.63     |
| 146  |                                                             trans-4-(7-carbamoyl-1H-benzimidazol-2-yl)-1-propylpiperidinium                                                             |    NLRP3    |      7.62     |
| 147  |                                                                                 Methscopolamine bromide                                                                                 |     ZBP1    |      7.62     |
| 148  |                                                                                        Clobetasol                                                                                       |    NLRP3    |      7.62     |
| 149  |                                                                                         Apoptone                                                                                        |     ZBP1    |      7.62     |
| 150  |                                                                                        L-709,587                                                                                        |     ZBP1    |      7.61     |
| 151  |                                                                     2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid                                                                    |    NLRP3    |      7.60     |
| 152  |                                                                                       Remoxipride                                                                                       |     ZBP1    |      7.60     |
| 153  |                                                                4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide                                                               |     ZBP1    |      7.59     |
| 154  |                                                                                     Doxercalciferol                                                                                     |    NLRP3    |      7.58     |
| 155  |                                                                                        Velusetrag                                                                                       |     ZBP1    |      7.58     |
| 156  |                                                                                      Triamcinolone                                                                                      |     ZBP1    |      7.58     |
| 157  |                                        Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]                                       |    NLRP3    |      7.58     |
| 158  |                                                        4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile                                                       |    NLRP3    |      7.58     |
| 159  |                                                                                       Abemaciclib                                                                                       |    NLRP3    |      7.58     |
| 160  |                                                                                       Naronapride                                                                                       |    NLRP3    |      7.57     |
| 161  |                                                                                        Gestodene                                                                                        |    NLRP3    |      7.57     |
| 162  |                                                                                         Apoptone                                                                                        |    NLRP3    |      7.57     |
| 163  |                                                                                        Topotecan                                                                                        |     ZBP1    |      7.56     |
| 164  |                                                                                       Seocalcitol                                                                                       |     ZBP1    |      7.56     |
| 165  |                                                                (2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol                                                               |    NLRP3    |      7.56     |
| 166  |                                                                                         Nabilone                                                                                        |     ZBP1    |      7.56     |
| 167  |                                                                                        Cloranolol                                                                                       |     ZBP1    |      7.55     |
| 168  |                                                                                        Sulpiride                                                                                        |     ZBP1    |      7.55     |
| 169  |                                                                                        Ibrutinib                                                                                        |    NLRP3    |      7.54     |
| 170  |                                                                                       Fulvestrant                                                                                       |     ZBP1    |      7.54     |
| 171  |                                                                                        Navitoclax                                                                                       |     ZBP1    |      7.54     |
| 172  |                                                                                        Alprenolol                                                                                       |     ZBP1    |      7.53     |
| 173  |                                                                                       Remoxipride                                                                                       |    NLRP3    |      7.53     |
| 174  |                                                                      N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide                                                                      |     ZBP1    |      7.53     |
| 175  |                                          THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE                                          |     ZBP1    |      7.53     |
| 176  |                                                                        N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide                                                                        |     ZBP1    |      7.52     |
| 177  |                                                                                 Methscopolamine bromide                                                                                 |    NLRP3    |      7.52     |
| 178  |                                                              4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide                                                              |     ZBP1    |      7.52     |
| 179  |                                                                                        L-709,587                                                                                        |    NLRP3    |      7.52     |
| 180  |                                                                                       Indacaterol                                                                                       |     ZBP1    |      7.52     |
| 181  |                                                   5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE                                                   |     ZBP1    |      7.52     |
| 182  |                                                                4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide                                                               |    NLRP3    |      7.51     |
| 183  |                                                                                      Triamcinolone                                                                                      |    NLRP3    |      7.50     |
