| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
|  91  |                                                 N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid                                                 |    NLRP3    |      6.72     |
|  92  |                                                    [{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid                                                   |    NLRP3    |      6.72     |
|  93  |                                                                                    Menthyl salicylate                                                                                   |    NLRP3    |      6.71     |
|  94  |                                                        (2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID                                                       |    NLRP3    |      6.71     |
|  95  |                                                                                      Cibacron Blue                                                                                      |     ZBP1    |      6.71     |
|  96  |                                                       Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester                                                      |    NLRP3    |      6.71     |
|  97  |                                                                                   Trolamine salicylate                                                                                  |    NLRP3    |      6.71     |
|  98  |                                         (1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE                                         |    NLRP3    |      6.71     |
|  99  |                                                         N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide                                                         |    NLRP3    |      6.70     |
| 100  |                                                 (2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE                                                 |     ZBP1    |      6.70     |
| 101  |                                                                                   Bendroflumethiazide                                                                                   |    NLRP3    |      6.70     |
| 102  |                                       (3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE                                       |    NLRP3    |      6.70     |
| 103  |                                                         N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide                                                         |    NLRP3    |      6.70     |
| 104  |                                                      N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine                                                     |    NLRP3    |      6.69     |
| 105  |                                                                                     Tiaprofenic acid                                                                                    |     ZBP1    |      6.69     |
| 106  |                                                                                       Carbutamide                                                                                       |     ZBP1    |      6.69     |
